img_path,label_path,class_name,feature_npz
/blue/azare/zhou.m/awir/data_awir/AWIR/Cow/CE_DJI_0764.jpg,/blue/azare/zhou.m/awir/data_awir/AWIR/Cow/CE_DJI_0764.txt,Cow,/blue/azare/zhou.m/object_detection_CTL/awir_ctl_sliding_grids/awir_sliding_grids_fold1/train/Cow__CE_DJI_0764.npz
/blue/azare/zhou.m/awir/data_awir/AWIR/Deer/071521_DeerPens_xt2_DJI_0470.JPG,/blue/azare/zhou.m/awir/data_awir/AWIR/Deer/071521_DeerPens_xt2_DJI_0470.txt,Deer,/blue/azare/zhou.m/object_detection_CTL/awir_ctl_sliding_grids/awir_sliding_grids_fold1/train/Deer__071521_DeerPens_xt2_DJI_0470.npz
/blue/azare/zhou.m/awir/data_awir/AWIR/Horse/H_DJI_0466.JPG,/blue/azare/zhou.m/awir/data_awir/AWIR/Horse/H_DJI_0466.txt,Horse,/blue/azare/zhou.m/object_detection_CTL/awir_ctl_sliding_grids/awir_sliding_grids_fold1/train/Horse__H_DJI_0466.npz
/blue/azare/zhou.m/awir/data_awir/AWIR/Cow/CE_DJI_0448.jpg,/blue/azare/zhou.m/awir/data_awir/AWIR/Cow/CE_DJI_0448.txt,Cow,/blue/azare/zhou.m/object_detection_CTL/awir_ctl_sliding_grids/awir_sliding_grids_fold1/train/Cow__CE_DJI_0448.npz
/blue/azare/zhou.m/awir/data_awir/AWIR/Cow/CE_DJI_0658.jpg,/blue/azare/zhou.m/awir/data_awir/AWIR/Cow/CE_DJI_0658.txt,Cow,/blue/azare/zhou.m/object_detection_CTL/awir_ctl_sliding_grids/awir_sliding_grids_fold1/train/Cow__CE_DJI_0658.npz
/blue/azare/zhou.m/awir/data_awir/AWIR/Cow/CA_DJI_0488.jpg,/blue/azare/zhou.m/awir/data_awir/AWIR/Cow/CA_DJI_0488.txt,Cow,/blue/azare/zhou.m/object_detection_CTL/awir_ctl_sliding_grids/awir_sliding_grids_fold1/train/Cow__CA_DJI_0488.npz
/blue/azare/zhou.m/awir/data_awir/AWIR/Horse/H_DJI_0524.JPG,/blue/azare/zhou.m/awir/data_awir/AWIR/Horse/H_DJI_0524.txt,Horse,/blue/azare/zhou.m/object_detection_CTL/awir_ctl_sliding_grids/awir_sliding_grids_fold1/train/Horse__H_DJI_0524.npz
/blue/azare/zhou.m/awir/data_awir/AWIR/Deer/071521_DeerPens_xt2_DJI_0130.JPG,/blue/azare/zhou.m/awir/data_awir/AWIR/Deer/071521_DeerPens_xt2_DJI_0130.txt,Deer,/blue/azare/zhou.m/object_detection_CTL/awir_ctl_sliding_grids/awir_sliding_grids_fold1/train/Deer__071521_DeerPens_xt2_DJI_0130.npz
/blue/azare/zhou.m/awir/data_awir/AWIR/Cow/CE_DJI_0516.jpg,/blue/azare/zhou.m/awir/data_awir/AWIR/Cow/CE_DJI_0516.txt,Cow,/blue/azare/zhou.m/object_detection_CTL/awir_ctl_sliding_grids/awir_sliding_grids_fold1/train/Cow__CE_DJI_0516.npz
/blue/azare/zhou.m/awir/data_awir/AWIR/Horse/H_DJI_0506.JPG,/blue/azare/zhou.m/awir/data_awir/AWIR/Horse/H_DJI_0506.txt,Horse,/blue/azare/zhou.m/object_detection_CTL/awir_ctl_sliding_grids/awir_sliding_grids_fold1/train/Horse__H_DJI_0506.npz
/blue/azare/zhou.m/awir/data_awir/AWIR/Cow/CA_DJI_0514.jpg,/blue/azare/zhou.m/awir/data_awir/AWIR/Cow/CA_DJI_0514.txt,Cow,/blue/azare/zhou.m/object_detection_CTL/awir_ctl_sliding_grids/awir_sliding_grids_fold1/train/Cow__CA_DJI_0514.npz
/blue/azare/zhou.m/awir/data_awir/AWIR/Cow/CA_DJI_0504.jpg,/blue/azare/zhou.m/awir/data_awir/AWIR/Cow/CA_DJI_0504.txt,Cow,/blue/azare/zhou.m/object_detection_CTL/awir_ctl_sliding_grids/awir_sliding_grids_fold1/train/Cow__CA_DJI_0504.npz
/blue/azare/zhou.m/awir/data_awir/AWIR/Cow/CE_DJI_0528.jpg,/blue/azare/zhou.m/awir/data_awir/AWIR/Cow/CE_DJI_0528.txt,Cow,/blue/azare/zhou.m/object_detection_CTL/awir_ctl_sliding_grids/awir_sliding_grids_fold1/train/Cow__CE_DJI_0528.npz
/blue/azare/zhou.m/awir/data_awir/AWIR/Cow/CE_DJI_0626.jpg,/blue/azare/zhou.m/awir/data_awir/AWIR/Cow/CE_DJI_0626.txt,Cow,/blue/azare/zhou.m/object_detection_CTL/awir_ctl_sliding_grids/awir_sliding_grids_fold1/train/Cow__CE_DJI_0626.npz
/blue/azare/zhou.m/awir/data_awir/AWIR/Deer/020221_deer_pens_xt2_DJI_0392.JPG,/blue/azare/zhou.m/awir/data_awir/AWIR/Deer/020221_deer_pens_xt2_DJI_0392.txt,Deer,/blue/azare/zhou.m/object_detection_CTL/awir_ctl_sliding_grids/awir_sliding_grids_fold1/train/Deer__020221_deer_pens_xt2_DJI_0392.npz
/blue/azare/zhou.m/awir/data_awir/AWIR/Horse/H_DJI_0626.JPG,/blue/azare/zhou.m/awir/data_awir/AWIR/Horse/H_DJI_0626.txt,Horse,/blue/azare/zhou.m/object_detection_CTL/awir_ctl_sliding_grids/awir_sliding_grids_fold1/train/Horse__H_DJI_0626.npz
/blue/azare/zhou.m/awir/data_awir/AWIR/Deer/060421_DJI_0082.JPG,/blue/azare/zhou.m/awir/data_awir/AWIR/Deer/060421_DJI_0082.txt,Deer,/blue/azare/zhou.m/object_detection_CTL/awir_ctl_sliding_grids/awir_sliding_grids_fold1/train/Deer__060421_DJI_0082.npz
/blue/azare/zhou.m/awir/data_awir/AWIR/Cow/CE_DJI_0938.jpg,/blue/azare/zhou.m/awir/data_awir/AWIR/Cow/CE_DJI_0938.txt,Cow,/blue/azare/zhou.m/object_detection_CTL/awir_ctl_sliding_grids/awir_sliding_grids_fold1/train/Cow__CE_DJI_0938.npz
/blue/azare/zhou.m/awir/data_awir/AWIR/Deer/071521_DeerPens_xt2_DJI_0556.JPG,/blue/azare/zhou.m/awir/data_awir/AWIR/Deer/071521_DeerPens_xt2_DJI_0556.txt,Deer,/blue/azare/zhou.m/object_detection_CTL/awir_ctl_sliding_grids/awir_sliding_grids_fold1/train/Deer__071521_DeerPens_xt2_DJI_0556.npz
/blue/azare/zhou.m/awir/data_awir/AWIR/Cow/CE_DJI_0520.jpg,/blue/azare/zhou.m/awir/data_awir/AWIR/Cow/CE_DJI_0520.txt,Cow,/blue/azare/zhou.m/object_detection_CTL/awir_ctl_sliding_grids/awir_sliding_grids_fold1/train/Cow__CE_DJI_0520.npz
/blue/azare/zhou.m/awir/data_awir/AWIR/Horse/H_DJI_0542.JPG,/blue/azare/zhou.m/awir/data_awir/AWIR/Horse/H_DJI_0542.txt,Horse,/blue/azare/zhou.m/object_detection_CTL/awir_ctl_sliding_grids/awir_sliding_grids_fold1/train/Horse__H_DJI_0542.npz
/blue/azare/zhou.m/awir/data_awir/AWIR/Horse/H_DJI_0584.JPG,/blue/azare/zhou.m/awir/data_awir/AWIR/Horse/H_DJI_0584.txt,Horse,/blue/azare/zhou.m/object_detection_CTL/awir_ctl_sliding_grids/awir_sliding_grids_fold1/train/Horse__H_DJI_0584.npz
/blue/azare/zhou.m/awir/data_awir/AWIR/Horse/H_DJI_0590.JPG,/blue/azare/zhou.m/awir/data_awir/AWIR/Horse/H_DJI_0590.txt,Horse,/blue/azare/zhou.m/object_detection_CTL/awir_ctl_sliding_grids/awir_sliding_grids_fold1/train/Horse__H_DJI_0590.npz
/blue/azare/zhou.m/awir/data_awir/AWIR/Horse/H_DJI_0602.JPG,/blue/azare/zhou.m/awir/data_awir/AWIR/Horse/H_DJI_0602.txt,Horse,/blue/azare/zhou.m/object_detection_CTL/awir_ctl_sliding_grids/awir_sliding_grids_fold1/train/Horse__H_DJI_0602.npz
/blue/azare/zhou.m/awir/data_awir/AWIR/Cow/CE_DJI_0726.jpg,/blue/azare/zhou.m/awir/data_awir/AWIR/Cow/CE_DJI_0726.txt,Cow,/blue/azare/zhou.m/object_detection_CTL/awir_ctl_sliding_grids/awir_sliding_grids_fold1/train/Cow__CE_DJI_0726.npz
/blue/azare/zhou.m/awir/data_awir/AWIR/Cow/CE_DJI_0734.jpg,/blue/azare/zhou.m/awir/data_awir/AWIR/Cow/CE_DJI_0734.txt,Cow,/blue/azare/zhou.m/object_detection_CTL/awir_ctl_sliding_grids/awir_sliding_grids_fold1/train/Cow__CE_DJI_0734.npz
/blue/azare/zhou.m/awir/data_awir/AWIR/Deer/020221_deer_pens_xt2_DJI_0360.JPG,/blue/azare/zhou.m/awir/data_awir/AWIR/Deer/020221_deer_pens_xt2_DJI_0360.txt,Deer,/blue/azare/zhou.m/object_detection_CTL/awir_ctl_sliding_grids/awir_sliding_grids_fold1/train/Deer__020221_deer_pens_xt2_DJI_0360.npz
/blue/azare/zhou.m/awir/data_awir/AWIR/Deer/071521_DeerPens_xt2_DJI_0368.JPG,/blue/azare/zhou.m/awir/data_awir/AWIR/Deer/071521_DeerPens_xt2_DJI_0368.txt,Deer,/blue/azare/zhou.m/object_detection_CTL/awir_ctl_sliding_grids/awir_sliding_grids_fold1/train/Deer__071521_DeerPens_xt2_DJI_0368.npz
/blue/azare/zhou.m/awir/data_awir/AWIR/Deer/060421_DJI_0674.JPG,/blue/azare/zhou.m/awir/data_awir/AWIR/Deer/060421_DJI_0674.txt,Deer,/blue/azare/zhou.m/object_detection_CTL/awir_ctl_sliding_grids/awir_sliding_grids_fold1/train/Deer__060421_DJI_0674.npz
/blue/azare/zhou.m/awir/data_awir/AWIR/Deer/071521_DeerPens_xt2_DJI_0400.JPG,/blue/azare/zhou.m/awir/data_awir/AWIR/Deer/071521_DeerPens_xt2_DJI_0400.txt,Deer,/blue/azare/zhou.m/object_detection_CTL/awir_ctl_sliding_grids/awir_sliding_grids_fold1/train/Deer__071521_DeerPens_xt2_DJI_0400.npz
/blue/azare/zhou.m/awir/data_awir/AWIR/Horse/H_DJI_0530.JPG,/blue/azare/zhou.m/awir/data_awir/AWIR/Horse/H_DJI_0530.txt,Horse,/blue/azare/zhou.m/object_detection_CTL/awir_ctl_sliding_grids/awir_sliding_grids_fold1/train/Horse__H_DJI_0530.npz
/blue/azare/zhou.m/awir/data_awir/AWIR/Cow/CE_DJI_0550.jpg,/blue/azare/zhou.m/awir/data_awir/AWIR/Cow/CE_DJI_0550.txt,Cow,/blue/azare/zhou.m/object_detection_CTL/awir_ctl_sliding_grids/awir_sliding_grids_fold1/train/Cow__CE_DJI_0550.npz
/blue/azare/zhou.m/awir/data_awir/AWIR/Cow/CA_DJI_0528.jpg,/blue/azare/zhou.m/awir/data_awir/AWIR/Cow/CA_DJI_0528.txt,Cow,/blue/azare/zhou.m/object_detection_CTL/awir_ctl_sliding_grids/awir_sliding_grids_fold1/train/Cow__CA_DJI_0528.npz
/blue/azare/zhou.m/awir/data_awir/AWIR/Cow/CE_DJI_0444.jpg,/blue/azare/zhou.m/awir/data_awir/AWIR/Cow/CE_DJI_0444.txt,Cow,/blue/azare/zhou.m/object_detection_CTL/awir_ctl_sliding_grids/awir_sliding_grids_fold1/train/Cow__CE_DJI_0444.npz
/blue/azare/zhou.m/awir/data_awir/AWIR/Cow/CE_DJI_0730.jpg,/blue/azare/zhou.m/awir/data_awir/AWIR/Cow/CE_DJI_0730.txt,Cow,/blue/azare/zhou.m/object_detection_CTL/awir_ctl_sliding_grids/awir_sliding_grids_fold1/train/Cow__CE_DJI_0730.npz
/blue/azare/zhou.m/awir/data_awir/AWIR/Deer/071521_DeerPens_xt2_DJI_0460.JPG,/blue/azare/zhou.m/awir/data_awir/AWIR/Deer/071521_DeerPens_xt2_DJI_0460.txt,Deer,/blue/azare/zhou.m/object_detection_CTL/awir_ctl_sliding_grids/awir_sliding_grids_fold1/train/Deer__071521_DeerPens_xt2_DJI_0460.npz
/blue/azare/zhou.m/awir/data_awir/AWIR/Deer/022521_DJI_0132.JPG,/blue/azare/zhou.m/awir/data_awir/AWIR/Deer/022521_DJI_0132.txt,Deer,/blue/azare/zhou.m/object_detection_CTL/awir_ctl_sliding_grids/awir_sliding_grids_fold1/train/Deer__022521_DJI_0132.npz
/blue/azare/zhou.m/awir/data_awir/AWIR/Horse/H_DJI_0632.JPG,/blue/azare/zhou.m/awir/data_awir/AWIR/Horse/H_DJI_0632.txt,Horse,/blue/azare/zhou.m/object_detection_CTL/awir_ctl_sliding_grids/awir_sliding_grids_fold1/train/Horse__H_DJI_0632.npz
/blue/azare/zhou.m/awir/data_awir/AWIR/Deer/071521_DeerPens_xt2_DJI_0074.JPG,/blue/azare/zhou.m/awir/data_awir/AWIR/Deer/071521_DeerPens_xt2_DJI_0074.txt,Deer,/blue/azare/zhou.m/object_detection_CTL/awir_ctl_sliding_grids/awir_sliding_grids_fold1/train/Deer__071521_DeerPens_xt2_DJI_0074.npz
/blue/azare/zhou.m/awir/data_awir/AWIR/Horse/H_DJI_0536.JPG,/blue/azare/zhou.m/awir/data_awir/AWIR/Horse/H_DJI_0536.txt,Horse,/blue/azare/zhou.m/object_detection_CTL/awir_ctl_sliding_grids/awir_sliding_grids_fold1/train/Horse__H_DJI_0536.npz
/blue/azare/zhou.m/awir/data_awir/AWIR/Cow/CA_DJI_0502.jpg,/blue/azare/zhou.m/awir/data_awir/AWIR/Cow/CA_DJI_0502.txt,Cow,/blue/azare/zhou.m/object_detection_CTL/awir_ctl_sliding_grids/awir_sliding_grids_fold1/train/Cow__CA_DJI_0502.npz
/blue/azare/zhou.m/awir/data_awir/AWIR/Cow/CA_DJI_0512.jpg,/blue/azare/zhou.m/awir/data_awir/AWIR/Cow/CA_DJI_0512.txt,Cow,/blue/azare/zhou.m/object_detection_CTL/awir_ctl_sliding_grids/awir_sliding_grids_fold1/train/Cow__CA_DJI_0512.npz
/blue/azare/zhou.m/awir/data_awir/AWIR/Horse/H_DJI_0624.JPG,/blue/azare/zhou.m/awir/data_awir/AWIR/Horse/H_DJI_0624.txt,Horse,/blue/azare/zhou.m/object_detection_CTL/awir_ctl_sliding_grids/awir_sliding_grids_fold1/train/Horse__H_DJI_0624.npz
/blue/azare/zhou.m/awir/data_awir/AWIR/Horse/H_DJI_0512.JPG,/blue/azare/zhou.m/awir/data_awir/AWIR/Horse/H_DJI_0512.txt,Horse,/blue/azare/zhou.m/object_detection_CTL/awir_ctl_sliding_grids/awir_sliding_grids_fold1/train/Horse__H_DJI_0512.npz
/blue/azare/zhou.m/awir/data_awir/AWIR/Deer/020221_deer_pens_xt2_DJI_0048.JPG,/blue/azare/zhou.m/awir/data_awir/AWIR/Deer/020221_deer_pens_xt2_DJI_0048.txt,Deer,/blue/azare/zhou.m/object_detection_CTL/awir_ctl_sliding_grids/awir_sliding_grids_fold1/train/Deer__020221_deer_pens_xt2_DJI_0048.npz
/blue/azare/zhou.m/awir/data_awir/AWIR/Cow/CE_DJI_0450.jpg,/blue/azare/zhou.m/awir/data_awir/AWIR/Cow/CE_DJI_0450.txt,Cow,/blue/azare/zhou.m/object_detection_CTL/awir_ctl_sliding_grids/awir_sliding_grids_fold1/train/Cow__CE_DJI_0450.npz
/blue/azare/zhou.m/awir/data_awir/AWIR/Cow/CE_DJI_0416.jpg,/blue/azare/zhou.m/awir/data_awir/AWIR/Cow/CE_DJI_0416.txt,Cow,/blue/azare/zhou.m/object_detection_CTL/awir_ctl_sliding_grids/awir_sliding_grids_fold1/train/Cow__CE_DJI_0416.npz
/blue/azare/zhou.m/awir/data_awir/AWIR/Cow/CE_DJI_0418.jpg,/blue/azare/zhou.m/awir/data_awir/AWIR/Cow/CE_DJI_0418.txt,Cow,/blue/azare/zhou.m/object_detection_CTL/awir_ctl_sliding_grids/awir_sliding_grids_fold1/train/Cow__CE_DJI_0418.npz
/blue/azare/zhou.m/awir/data_awir/AWIR/Cow/CE_DJI_0660.jpg,/blue/azare/zhou.m/awir/data_awir/AWIR/Cow/CE_DJI_0660.txt,Cow,/blue/azare/zhou.m/object_detection_CTL/awir_ctl_sliding_grids/awir_sliding_grids_fold1/train/Cow__CE_DJI_0660.npz
/blue/azare/zhou.m/awir/data_awir/AWIR/Horse/H_DJI_0518.JPG,/blue/azare/zhou.m/awir/data_awir/AWIR/Horse/H_DJI_0518.txt,Horse,/blue/azare/zhou.m/object_detection_CTL/awir_ctl_sliding_grids/awir_sliding_grids_fold1/train/Horse__H_DJI_0518.npz
/blue/azare/zhou.m/awir/data_awir/AWIR/Deer/022521_DJI_0082.JPG,/blue/azare/zhou.m/awir/data_awir/AWIR/Deer/022521_DJI_0082.txt,Deer,/blue/azare/zhou.m/object_detection_CTL/awir_ctl_sliding_grids/awir_sliding_grids_fold1/train/Deer__022521_DJI_0082.npz
/blue/azare/zhou.m/awir/data_awir/AWIR/Cow/CE_DJI_0772.jpg,/blue/azare/zhou.m/awir/data_awir/AWIR/Cow/CE_DJI_0772.txt,Cow,/blue/azare/zhou.m/object_detection_CTL/awir_ctl_sliding_grids/awir_sliding_grids_fold1/train/Cow__CE_DJI_0772.npz
/blue/azare/zhou.m/awir/data_awir/AWIR/Horse/H_DJI_0596.JPG,/blue/azare/zhou.m/awir/data_awir/AWIR/Horse/H_DJI_0596.txt,Horse,/blue/azare/zhou.m/object_detection_CTL/awir_ctl_sliding_grids/awir_sliding_grids_fold1/train/Horse__H_DJI_0596.npz
/blue/azare/zhou.m/awir/data_awir/AWIR/Horse/H_DJI_0458.JPG,/blue/azare/zhou.m/awir/data_awir/AWIR/Horse/H_DJI_0458.txt,Horse,/blue/azare/zhou.m/object_detection_CTL/awir_ctl_sliding_grids/awir_sliding_grids_fold1/train/Horse__H_DJI_0458.npz
/blue/azare/zhou.m/awir/data_awir/AWIR/Deer/071521_DeerPens_xt2_DJI_0468.JPG,/blue/azare/zhou.m/awir/data_awir/AWIR/Deer/071521_DeerPens_xt2_DJI_0468.txt,Deer,/blue/azare/zhou.m/object_detection_CTL/awir_ctl_sliding_grids/awir_sliding_grids_fold1/train/Deer__071521_DeerPens_xt2_DJI_0468.npz
/blue/azare/zhou.m/awir/data_awir/AWIR/Cow/CE_DJI_0832.jpg,/blue/azare/zhou.m/awir/data_awir/AWIR/Cow/CE_DJI_0832.txt,Cow,/blue/azare/zhou.m/object_detection_CTL/awir_ctl_sliding_grids/awir_sliding_grids_fold1/train/Cow__CE_DJI_0832.npz
/blue/azare/zhou.m/awir/data_awir/AWIR/Deer/071521_DeerPens_xt2_DJI_0134.JPG,/blue/azare/zhou.m/awir/data_awir/AWIR/Deer/071521_DeerPens_xt2_DJI_0134.txt,Deer,/blue/azare/zhou.m/object_detection_CTL/awir_ctl_sliding_grids/awir_sliding_grids_fold1/train/Deer__071521_DeerPens_xt2_DJI_0134.npz
/blue/azare/zhou.m/awir/data_awir/AWIR/Cow/CE_DJI_0842.jpg,/blue/azare/zhou.m/awir/data_awir/AWIR/Cow/CE_DJI_0842.txt,Cow,/blue/azare/zhou.m/object_detection_CTL/awir_ctl_sliding_grids/awir_sliding_grids_fold1/train/Cow__CE_DJI_0842.npz
/blue/azare/zhou.m/awir/data_awir/AWIR/Deer/071521_DeerPens_xt2_DJI_0462.JPG,/blue/azare/zhou.m/awir/data_awir/AWIR/Deer/071521_DeerPens_xt2_DJI_0462.txt,Deer,/blue/azare/zhou.m/object_detection_CTL/awir_ctl_sliding_grids/awir_sliding_grids_fold1/train/Deer__071521_DeerPens_xt2_DJI_0462.npz
/blue/azare/zhou.m/awir/data_awir/AWIR/Deer/071521_DeerPens_xt2_DJI_0370.JPG,/blue/azare/zhou.m/awir/data_awir/AWIR/Deer/071521_DeerPens_xt2_DJI_0370.txt,Deer,/blue/azare/zhou.m/object_detection_CTL/awir_ctl_sliding_grids/awir_sliding_grids_fold1/train/Deer__071521_DeerPens_xt2_DJI_0370.npz
/blue/azare/zhou.m/awir/data_awir/AWIR/Deer/060421_DJI_0724.JPG,/blue/azare/zhou.m/awir/data_awir/AWIR/Deer/060421_DJI_0724.txt,Deer,/blue/azare/zhou.m/object_detection_CTL/awir_ctl_sliding_grids/awir_sliding_grids_fold1/train/Deer__060421_DJI_0724.npz
/blue/azare/zhou.m/awir/data_awir/AWIR/Deer/071521_DeerPens_xt2_DJI_0490.JPG,/blue/azare/zhou.m/awir/data_awir/AWIR/Deer/071521_DeerPens_xt2_DJI_0490.txt,Deer,/blue/azare/zhou.m/object_detection_CTL/awir_ctl_sliding_grids/awir_sliding_grids_fold1/train/Deer__071521_DeerPens_xt2_DJI_0490.npz
/blue/azare/zhou.m/awir/data_awir/AWIR/Deer/071521_DeerPens_xt2_DJI_0068.JPG,/blue/azare/zhou.m/awir/data_awir/AWIR/Deer/071521_DeerPens_xt2_DJI_0068.txt,Deer,/blue/azare/zhou.m/object_detection_CTL/awir_ctl_sliding_grids/awir_sliding_grids_fold1/train/Deer__071521_DeerPens_xt2_DJI_0068.npz
/blue/azare/zhou.m/awir/data_awir/AWIR/Cow/CE_DJI_0518.jpg,/blue/azare/zhou.m/awir/data_awir/AWIR/Cow/CE_DJI_0518.txt,Cow,/blue/azare/zhou.m/object_detection_CTL/awir_ctl_sliding_grids/awir_sliding_grids_fold1/train/Cow__CE_DJI_0518.npz
/blue/azare/zhou.m/awir/data_awir/AWIR/Cow/CA_DJI_0498.jpg,/blue/azare/zhou.m/awir/data_awir/AWIR/Cow/CA_DJI_0498.txt,Cow,/blue/azare/zhou.m/object_detection_CTL/awir_ctl_sliding_grids/awir_sliding_grids_fold1/train/Cow__CA_DJI_0498.npz
/blue/azare/zhou.m/awir/data_awir/AWIR/Cow/CE_DJI_0774.jpg,/blue/azare/zhou.m/awir/data_awir/AWIR/Cow/CE_DJI_0774.txt,Cow,/blue/azare/zhou.m/object_detection_CTL/awir_ctl_sliding_grids/awir_sliding_grids_fold1/train/Cow__CE_DJI_0774.npz
/blue/azare/zhou.m/awir/data_awir/AWIR/Deer/071521_DeerPens_xt2_DJI_0132.JPG,/blue/azare/zhou.m/awir/data_awir/AWIR/Deer/071521_DeerPens_xt2_DJI_0132.txt,Deer,/blue/azare/zhou.m/object_detection_CTL/awir_ctl_sliding_grids/awir_sliding_grids_fold1/train/Deer__071521_DeerPens_xt2_DJI_0132.npz
